image_path,true_label,predicted_label,intermediate_caption,inference_time
ConFire/image1.jpg,no fire,no fire,"A cozy living room with a fireplace on the right side. The room features a comfortable seating area with a dark-colored sofa adorned with colorful cushions. A tall plant stands prominently in the foreground, adding a touch of greenery. Above the fireplace, a framed painting hangs on the wall, and a small table holds a vase with flowers. The room also includes a window with a decorative arch above it, allowing natural light to filter in. The overall ambiance is warm and inviting.",15.420279741287231
ConFire/image2.jpg,no fire,no fire,"A cozy bedroom with a large bed covered in a blue and black checkered blanket. The bed has two pillows and a metal headboard. To the left of the bed, there is a wooden desk with a laptop, a lamp, and a few other items. Above the desk, there are three framed pictures on the wall. On the right side of the bed, there is a nightstand with a lamp, a phone, and a small clock. The room has warm lighting from the lamps and the wall sconces.",11.27969741821289
ConFire/image3.jpg,no fire,no fire,"A wooden dining table with four chairs around it. The table has a bowl with pine cones on top. There is a stack of books on the left side of the table. The floor appears to be tiled, and there is a wall socket visible behind the table.",6.425786972045898
ConFire/image4.jpg,no fire,no fire,"A modern office space with large windows allowing natural light to flood the room. The ceiling features exposed wooden beams and several hanging lights. A long wooden table with red chairs is positioned near the windows, and a television screen is mounted on the wall behind it. The floor is made of polished concrete, and the overall atmosphere is bright and open.",7.7952001094818115
ConFire/image5.jpg,no fire,no fire,"A hospital room with a patient bed covered in white sheets. The bed has a metal frame and is positioned next to a window with green curtains. On the left side of the bed, there is a small table with a bottle of water and a bowl. A blue chair is placed near the window, and a flower arrangement is visible on the windowsill. The wall behind the bed features a medical monitor and some electrical outlets.",9.376786470413208
ConFire/image6.jpg,no fire,no fire,"A cozy dining area with a round table set for four. The table is adorned with a woven basket containing pineapples, a pitcher, and a plate with bread and corn. The tablecloth features a patterned design. Two chairs are visible, each with a striped pillow. The room has a warm ambiance with a lamp on a side table, a window with curtains, and a decorative mirror hanging on the wall.",9.257815837860107
ConFire/image7.jpg,no fire,no fire,"A cozy bedroom with yellow walls, featuring a bed covered in a beige blanket and pillows. A wooden desk with a chair is positioned against the wall, and a window with a curtain allows natural light to enter. A lamp stands near the bed, and a painting hangs on the wall above it. The floor is made of wood, and there is a mirror leaning against the wall next to the bed.",8.91161561012268
ConFire/image8.jpg,no fire,no fire,"A cluttered office space with a desk featuring two computer monitors, a keyboard, and various papers. The wall behind the desk is adorned with numerous patches or badges, possibly related to firefighting or emergency services. A blue office chair is positioned in front of the desk, and another chair is visible on the left side of the image. The room also contains a bulletin board with pinned items and a calendar hanging on the wall.",9.333282709121704
ConFire/image9.jpg,no fire,no fire,"A cozy bedroom with a canopy bed covered in a white floral-patterned blanket. The bed has multiple pillows, including a decorative white lace pillow at the foot. The room features a pink wall, a radiator, and a framed picture on the wall. There are two lamps, one on each side of the bed, providing soft lighting. A mirror hangs on the wall next to the bed, reflecting part of the room. The ceiling has a decorative design, adding to the room's charm.",10.558141469955444
ConFire/image10.jpg,no fire,no fire,"A modern office space with large windows allowing natural light to flood the room. The desk is equipped with a laptop, a notebook, and a pair of glasses. A comfortable armchair with cushions and a small table with a lamp are situated nearby. The ceiling features recessed lighting, enhancing the bright atmosphere.",7.161431550979614
ConFire/image11.jpg,no fire,no fire,"The image depicts a cozy bedroom with a warm and inviting atmosphere. The room features a wooden dresser with a mirror on top, positioned against a wall painted in a light blue color. The dresser has a classic design with intricate carvings and a dark finish. To the right of the dresser, there is a bed with a red headboard and matching pillows, covered with a red blanket. The bed is adorned with a white lace doily on the foot of the bed. On the left side of the room, there is a small table with a pink tablecloth and a decorative item on it. The floor is made of polished wood, and there is a red rug with a geometric pattern placed near the bed. The room has large windows with white curtains, allowing natural light to fill the space. The overall ambiance of the room suggests a comfortable and well-organized living area.",17.681805849075317
ConFire/image12.jpg,no fire,no fire,"A hospital room with a patient bed in the center, covered with a white sheet. To the left of the bed, there is a wooden cabinet with medical equipment on top, including a monitor and a pump. A curtain with a checkered pattern hangs behind the bed, partially covering it. On the right side of the bed, there is a wooden cabinet with a lamp on top. The walls are decorated with colorful wallpaper featuring various patterns and designs.",9.816493272781372
ConFire/image13.jpg,no fire,no fire,"A bedroom with a wooden bed frame on the left side, featuring a mattress with a green cover. The room has light-colored wooden flooring and a large window covered by vertical blinds. The window provides a view of buildings outside.",5.691652774810791
ConFire/image14.jpg,no fire,no fire,"A traditional Chinese dining room with a long wooden table at the center. The room features ornate wooden furniture, including a large vase with intricate blue patterns on the table. The ceiling has a decorative wooden panel with a hanging light fixture. The walls are adorned with framed artwork and shelves holding various items. The room has large windows with curtains, allowing natural light to fill the space. The floor is tiled with a patterned design.",9.459450960159302
ConFire/image15.jpg,no fire,no fire,"A cozy bedroom with a large bed covered in white sheets and a patterned blanket. The bed has a dark wooden headboard and is adorned with several pillows, including one orange pillow. Above the bed, there is a framed artwork depicting a human profile. To the right of the bed, there is a small table with a lamp and a telephone. The room also features a dark wooden cabinet with a mirror above it, and a door leading to another room.",10.02263331413269
ConFire/image16.jpg,no fire,no fire,"A well-organized office desk with a dark wooden finish, featuring a computer monitor, keyboard, mouse, and various office supplies including a printer, folders, and a telephone. The desk is positioned against a wall with a window covered by blinds. There is another chair visible in the foreground.",6.895509481430054
ConFire/image17.jpg,no fire,no fire,"A cozy attic or storage room with wooden beams on the ceiling. The room contains various items including a rocking horse, a trunk, a suitcase, and a bed with a canopy. There is also a window with curtains and a shelf with additional items.",6.149193525314331
ConFire/image18.jpg,no fire,no fire,"A cozy bedroom with a large bed covered in a green and blue patterned blanket. The room features two purple armchairs placed near a small wooden table with a lamp on it. A framed picture hangs on the wall above the bed, depicting a tropical scene with palm trees and a beach. The walls are painted white, and there is a power outlet visible on the wall.",8.527434587478638
ConFire/image19.jpg,no fire,no fire,"A bedroom scene featuring a white four-poster bed with a yellow bedspread, positioned against a blue wall. The bed is flanked by two white dressers, each adorned with various decorative items such as framed pictures, small figurines, and potted plants. The dresser on the left has a mirror above it, while the one on the right holds a vase with flowers. The floor is covered with a yellow carpet, and the overall color scheme of the room includes shades of white, yellow, and blue.",11.005382299423218
ConFire/image20.jpg,no fire,no fire,"An office setting with a desk featuring a computer monitor, keyboard, mouse, and telephone. There are two blue chairs positioned around the desk. The room has a white tiled floor and walls adorned with several posters. A large mirror hangs on the wall behind the desk, reflecting part of the room. The overall atmosphere suggests a professional workspace.",7.7039196491241455
ConFire/image21.jpg,no fire,no fire,"A well-decorated dining room with a large table set for a meal. The table is adorned with colorful flowers, wine glasses, and place settings. The chairs around the table are upholstered in red fabric. Above the table hangs a chandelier, and there is a fireplace with a mantel decorated with candles and framed pictures. The walls are painted in a warm yellow color, and the room features patterned curtains and a decorative cornice.",9.798101902008057
ConFire/image22.jpg,no fire,no fire,"A bedroom with a neatly made bed covered with a white blanket. The room features light-colored walls and a wooden floor. There is a window with curtains on both sides, allowing natural light to enter. A lamp with a white shade stands near the window, and a small table with a plant is visible next to it.",7.429462909698486
ConFire/image23.jpg,no fire,no fire,"A well-organized home office or study area featuring a wooden desk with a computer monitor, keyboard, and mouse. The desk has multiple drawers and shelves for storage. To the left of the desk, there is a printer on a separate table. A chair is positioned in front of the desk. On the right side of the desk, there is a small table with a book and a vase. The room has a warm, cozy atmosphere with a rug on the floor and a basket at the bottom of the image.",10.993139266967773
ConFire/image24.jpg,no fire,no fire,"A cozy dining room with a wooden table set for four, featuring a beige rug, white chairs, and a window with white curtains. The walls are painted in a light yellow color, and there is a fireplace on the left side of the room.",6.157411336898804
ConFire/image25.jpg,no fire,no fire,"A modern office space with a minimalist design. The room features a large white desk at the center, surrounded by two chairs. Above the desk hangs a sleek, hanging light fixture. To the left of the desk, there is a potted plant, and on the right, a set of shelves holds various items including books and decorative objects. The walls are painted in a neutral color, and the floor is covered with a light-colored carpet. A small section of a boat is visible at the top of the image, suggesting that the office might be located near a body of water.",12.20099925994873
ConFire/image26.jpg,no fire,no fire,"A hotel room with two double beds, each covered with white linens. The room features a large window with beige curtains, offering a view of a city skyline and a body of water. A television is placed on a wooden dresser next to the window. The walls are painted in a light beige color, and there is artwork hanging on the wall above one of the beds.",8.443425416946411
ConFire/image27.jpg,no fire,no fire,"An office space with large windows allowing natural light to flood the room. The walls are painted white, and there are several cubicles with glass partitions. The ceiling has recessed lighting, and there is a desk with a computer monitor in the background. The floor appears to be tiled, and there is a sign on the wall that reads '专业诚信' (professional integrity) and '互利共赢' (mutual benefit). The overall atmosphere suggests a professional work environment.",10.189487934112549
ConFire/image28.jpg,no fire,no fire,"A well-organized workspace with a wooden desk featuring a laptop, a smartphone, and a notebook. A potted cactus sits on the left side of the desk, adding a touch of greenery. Behind the desk, there's a wooden shelf holding a framed poster and a lamp. The room has a modern and clean aesthetic.",7.703047037124634
ConFire/image29.jpg,no fire,no fire,"A bedroom with a bed covered in a patterned blanket. The bed has two pillows, one yellow and one red. On either side of the bed, there are wooden nightstands with lamps on them. The room has a wooden floor and white walls.",6.245091199874878
ConFire/image30.jpg,no fire,no fire,"The image depicts a modern office space with a contemporary design. The room features a large desk at the center, surrounded by comfortable chairs. The walls are painted in a light color, possibly white or cream, which contrasts with the dark blue accents on the furniture. The ceiling is adorned with exposed wooden beams, adding a rustic touch to the otherwise sleek interior. A chandelier hangs from the ceiling, providing additional lighting. The floor is covered with a patterned rug that adds texture to the space. On the left side of the room, there is a large window with a view of trees, allowing natural light to flood the area. The overall atmosphere of the room is professional and inviting.",14.134286403656006
ConFire/image31.jpg,no fire,no fire,"A cozy bedroom with beige walls and wooden furniture. The room features a large bed with a wooden frame, covered in a patterned blanket. To the left of the bed, there is a wooden dresser with a mirror above it. On the right side of the bed, there is a wooden nightstand with a lamp on it. The room also has a window with dark curtains, allowing natural light to enter. The floor is covered with a light-colored rug, and there is a cushioned bench at the foot of the bed.",11.274123191833496
ConFire/image32.jpg,no fire,no fire,"A cozy living room with a beige sofa adorned with pillows, a coffee table holding a few items, and a chair nearby. The room features large windows covered by white curtains, allowing natural light to flood in. A television set is mounted on the wall, and a small lamp provides additional lighting. The floor is tiled, and there's a wooden side table with a remote control on it.",8.694676876068115
ConFire/image33.jpg,no fire,no fire,"A modern conference room with a black rectangular table surrounded by eight black leather chairs with chrome legs. The room features a large window with white blinds, a tiled floor, and a metal railing outside. A small glass ashtray is placed on the table.",6.224348068237305
ConFire/image34.jpg,no fire,no fire,"A small bedroom with a bed covered in a red blanket on the left side. A fan is placed on the floor near the bed. On the right side, there is a television set on top of a wooden shelf, which also holds several books. The walls are painted white, and there is a poster hanging on the wall behind the bed.",7.8796186447143555
ConFire/image35.jpg,no fire,no fire,"A hospital room with a patient bed on the right side, equipped with medical equipment such as monitors and an IV stand. The bed has a blue blanket draped over it. On the left side, there is a medical cart with various supplies, including a stethoscope hanging from a hook. The room also features a wall-mounted air conditioning unit above the cart.",8.150384426116943
ConFire/image36.jpg,no fire,no fire,"A bedroom with a bed covered in a colorful blanket featuring cartoon characters. The room has wooden flooring, a window with sheer curtains, and a chair near the window. There is also a small table with a pink object on it.",5.792014122009277
ConFire/image37.jpg,controlled fire,no fire,"A cozy dining room with a wooden table set for four, featuring plates, glasses, and a centerpiece of flowers. The room has a fireplace with a lit fire, a wooden chandelier hanging from the ceiling, and a bookshelf filled with books on the right side. The walls are painted white, and there is a patterned rug under the table.",8.069963932037354
ConFire/image38.jpg,no fire,no fire,"A cozy room with a blue wall, featuring a wooden dresser with three drawers, a lamp on top, and a potted plant. To the left and right of the dresser are tall bookshelves filled with books. A framed painting of a colorful street scene hangs on the wall above the dresser. The floor is made of light-colored wood, and there is a small toy car on the floor near the left bookshelf.",9.347631692886353
ConFire/image39.jpg,no fire,no fire,"A cozy bedroom with pink walls and matching furniture. The room features a large bed with a canopy, a chair with a floral-patterned cushion, a small table with a vase, and a lamp on a nightstand. The floor is covered with a red carpet, and there is a window with curtains allowing natural light into the room.",7.707496881484985
ConFire/image40.jpg,no fire,no fire,"A cozy bedroom with a large bed covered in a patterned blanket. The bed has two pillows, one light green and one white. On either side of the bed, there are two lamps with beige lampshades. The room features a window with sheer curtains, allowing natural light to filter through. Above the bed, there are two framed pictures on the wall. To the right of the bed, there is a white nightstand with a drawer.",9.798551082611084
