image_path,true_label,predicted_label,caption,inference_time,correct
dataset_v2/image1.jpg,no fire,no fire,"The image shows a cozy living room with a fireplace, a potted plant, a lamp, and a couch. The room has a warm and inviting atmosphere.",6.471385717391968,True
dataset_v2/image2.jpg,no fire,no fire,"The image shows a neatly arranged bedroom with a bed covered in a blue and black checkered blanket. There is a wooden desk with a lamp, a chair, and a small plant. The walls are adorned with framed pictures, and there are two lamps on either side of the bed. The room has a warm, cozy atmosphere.",8.080755233764648,True
dataset_v2/image3.jpg,no fire,no fire,"The image shows a wooden dining table with four chairs around it. On the table, there is a bowl containing pine cones. The setting appears to be indoors, possibly in a kitchen or dining area.",6.174464464187622,True
dataset_v2/image4.jpg,no fire,no fire,"The image depicts a modern office space with large windows, wooden tables, and chairs. The room has a minimalist design with concrete walls and a polished floor. There are no visible signs of fire or smoke.",6.424756765365601,True
dataset_v2/image5.jpg,no fire,no fire,"The image shows a hospital room with a patient bed, a bedside table with a bottle of water, a tray with food, and a chair. There is a curtain covering part of the window, and a flower arrangement on the bedside table.",7.160772323608398,True
dataset_v2/image6.jpg,no fire,no fire,"The image shows a cozy dining room with a round table set for a meal. The table is adorned with a woven basket containing pineapples, a pitcher, and a plate with bread and corn. The tablecloth features a patterned design, and there are two chairs with colorful pillows. The room has a warm ambiance with a lamp, a vase with flowers, and framed pictures on the wall. The setting suggests a comfortable and inviting atmosphere.",8.812997579574585,True
dataset_v2/image7.jpg,no fire,no fire,"The image shows a bedroom with a bed covered in blankets and pillows. There is a desk with a chair, a lamp, and a window with a curtain. The walls are painted yellow, and there is a painting hanging on the wall.",6.432046413421631,True
dataset_v2/image8.jpg,no fire,no fire,"The image shows an office setting with two computer monitors on a desk, a chair, and various items such as papers, a phone, and a printer. The walls are adorned with numerous patches or insignias.",6.3669750690460205,True
dataset_v2/image9.jpg,no fire,no fire,"The image shows a cozy bedroom with a canopy bed covered in a white and pink floral blanket. The room has a pink wall, a radiator, and a window with a view of greenery outside. The bed is adorned with several pillows and a white lace throw.",7.466884613037109,True
dataset_v2/image10.jpg,no fire,no fire,"The image depicts a modern office space with large windows, a desk with a laptop, a chair, and a sofa with cushions. The room has a clean and organized appearance.",6.721320867538452,True
dataset_v2/image11.jpg,no fire,no fire,"The image depicts a cozy bedroom with a wooden dresser, a mirror, and a bed with red pillows. The room has blue walls, white trim, and large windows covered with white curtains. There is a lamp on the dresser and a small rug on the floor.",7.424691438674927,True
