image_path,true_label,predicted_label,caption,inference_time,correct
FIRENET/train/image1.jpg,dangerous fire,dangerous fire,"The image shows a white pickup truck engulfed in flames with thick black smoke billowing from it, indicating an uncontrolled fire.",3.3673148155212402,True
FIRENET/train/image2.jpg,dangerous fire,dangerous fire,"The image shows a car on fire with flames and thick smoke, and firefighters are present. There is no indication of a contained or managed fire.",1.5171265602111816,True
FIRENET/train/image3.jpg,controlled fire,no fire,"A person is lighting a cigarette, with smoke visible around the cigarette and lighter.",1.0234150886535645,False
FIRENET/train/image4.jpg,controlled fire,no fire,A cupcake with a lit candle on a white surface against a dark background.,1.0162572860717773,False
FIRENET/train/image5.jpg,dangerous fire,dangerous fire,"The image shows a car engulfed in flames with thick black smoke billowing out, indicating an uncontrolled fire.",1.3697142601013184,True
FIRENET/train/image6.jpg,controlled fire,no fire,"A person is holding a lit match, creating a flame, but there is no visible fire or smoke in the image.",1.1716551780700684,False
FIRENET/train/image7.jpg,controlled fire,no fire,"Three lit candles with visible flames, but no signs of fire or smoke.",0.9868912696838379,False
FIRENET/train/image8.jpg,dangerous fire,dangerous fire,"A race car is engulfed in flames with thick black smoke billowing from it, and a person in protective gear is attempting to extinguish the fire.",1.3209943771362305,True
FIRENET/train/image9.jpg,dangerous fire,dangerous fire,"Two people are standing near a vehicle engulfed in flames, with visible fire and smoke.",1.074981689453125,True
FIRENET/train/image10.jpg,controlled fire,no fire,"Two individuals are smoking cigarettes, with one holding a pack of cigarettes and the other smoking. There is no visible fire or smoke in the image.",1.4791548252105713,False
FIRENET/train/image11.jpg,dangerous fire,dangerous fire,"The image shows a Formula 1 car engulfed in flames, with visible fire and smoke emanating from the vehicle. There are individuals in orange safety gear around the car, indicating an emergency response.",1.5682947635650635,True
FIRENET/train/image12.jpg,dangerous fire,dangerous fire,"A vehicle is engulfed in flames with thick smoke billowing out, indicating an uncontrolled fire.",1.114302635192871,True
FIRENET/train/image13.jpg,controlled fire,controlled fire,"A firefighter is using a fire extinguisher to put out a small fire on a grill, with visible flames and smoke.",1.0835227966308594,True
FIRENET/train/image14.jpg,dangerous fire,dangerous fire,"The image shows a car engulfed in flames with thick smoke billowing out, indicating an uncontrolled fire.",1.1609277725219727,True
