image_path,caption,label
fire_dataset_jpg/image135.jpg,"The image shows a bedroom with a bed covered in a colorful quilt, two patterned armchairs, a small table with a glass top, and a large window with curtains. The room appears to be well-lit and clean.",no fire
fire_dataset_jpg/image784.jpg,"The image shows a cozy bedroom with a bed covered in a colorful quilt and pillows. The room features a wooden bench with a cushion, a lamp on a nightstand, and decorative elements such as a framed picture and wall art. The walls are painted in a light color, and there is a window with patterned curtains.",no fire
fire_dataset_jpg/image621.jpg,"The image shows an office space with desks, chairs, and plants. The ceiling has several air conditioning units and lights. There is no visible sign of fire or smoke.",no fire
fire_dataset_jpg/image649.jpg,"The image shows a cozy dining room with two people seated at a table set for breakfast. The table is covered with a white and blue patterned tablecloth, and it has various breakfast items including plates of food, a bowl of cookies, a glass of orange juice, and cups. There is also a vase with flowers and a statue on the table. The room has a warm and inviting atmosphere.",no fire
fire_dataset_jpg/image266.jpg,"The image shows a modern dining room with a glass-top table surrounded by four cream-colored chairs. A tall, yellow vase with flowers is placed on the table. The room has red walls, white curtains, and a chandelier hanging from the ceiling. The floor appears to be tiled.",no fire
fire_dataset_jpg/image922.jpg,"The image shows a neatly arranged hotel room with two beds, each covered with striped bedding. The room has a window with curtains, a lamp on a nightstand, and a television mounted on the wall. There are framed pictures on the walls, and a chair is visible near the window.",no fire
fire_dataset_jpg/image313.jpg,"The image shows a well-furnished bedroom with a bed covered in white sheets, a striped armchair, a lamp, and a small table with a bottle. There is a doorway leading to another room, which appears to be a bathroom. The room has a neutral color scheme with beige walls and flooring.",no fire
fire_dataset_jpg/image688.jpg,"The image shows a hospital room with two patient beds, one of which is elevated. The room has yellow curtains, a window, and medical equipment hanging from the ceiling. There are no visible signs of fire or smoke.",no fire
fire_dataset_jpg/image829.jpg,"The image shows a modern kitchen with a large glass window overlooking a cityscape at night. The kitchen features a wooden ceiling, stone walls, and a dining table with chairs. There is a chandelier hanging above the table.",no fire
fire_dataset_jpg/image118.jpg,"The image shows an empty office space with large windows overlooking a cityscape. There are two desks with chairs, and the room is well-lit by natural light coming through the windows. The ceiling has several air conditioning units installed.",no fire
fire_dataset_jpg/image394.jpg,"The image shows a well-decorated living room with a beige sofa adorned with several pillows, a wooden coffee table with a decorative box and some fruits, and a yellow armchair. The room features large windows with curtains, a vase with flowers on a shelf, and wall-mounted lamps. The overall ambiance is cozy and inviting.",no fire
fire_dataset_jpg/image8.jpg,"The image shows an office setting with two computer monitors on a desk, a chair, and various items such as papers, a printer, and a telephone. The walls are adorned with numerous patches or badges.",no fire
fire_dataset_jpg/image654.jpg,"The image shows a modern office space with large windows offering a view of a cityscape. The room features a large L-shaped desk with multiple chairs around it, and there is a laptop on the desk. The floor is covered with light-colored tiles, and the walls are painted white with some wooden accents.",no fire
fire_dataset_jpg/image607.jpg,"The image shows a cozy kitchen with yellow walls, wooden floors, and a white island. The kitchen is well-lit with natural light coming from a window. There are several chairs around the island, each with a plaid cushion. The counter is adorned with various items including a vase of flowers, a bowl of fruit, and some decorative items. The overall atmosphere is warm and inviting.",no fire
fire_dataset_jpg/image636.jpg,"The image shows a bedroom with a wooden nightstand against a beige wall. On the nightstand, there is a red bowl with a lid and a small object next to it. The bed has a green and blue blanket. There are no visible signs of fire or smoke.",no fire
fire_dataset_jpg/image11.jpg,"The image depicts a cozy, well-furnished room with light blue walls, wooden floors, and large windows covered by white curtains. Key objects include a red armchair, a wooden dresser with a mirror, a lamp on a side table, and a bed with a red headboard. The room has a warm, inviting atmosphere.",no fire
fire_dataset_jpg/image582.jpg,"The image shows a well-lit, elegant bedroom with light beige walls, a white bed with a wooden headboard, and a black metal headboard. The room features a white nightstand with a lamp and decorative items, a white armchair, and a window with sheer curtains. The floor is covered with a light-colored carpet.",no fire
fire_dataset_jpg/image177.jpg,"The image shows a room with a colorful, patchwork-style sofa covered in various shades of blue, red, green, and white. The sofa is positioned against a wall with a framed picture hanging above it. To the left of the sofa, there is a wooden side table with a small object on top. In the foreground, part of a yellow chair is visible.",no fire
fire_dataset_jpg/image504.jpg,"The image shows a cozy living room with a gray couch, a wooden desk with a TV, a red chair, a tall tapestry hanging on the wall, and various framed pictures. There is also a potted plant and a lamp on a side table.",no fire
fire_dataset_jpg/image751.jpg,"A dining area with a white table and chairs, a vase of yellow flowers, and potted plants. The room appears to be well-lit with natural light coming through a window.",no fire
fire_dataset_jpg/image35.jpg,"The image shows a hospital room with medical equipment, including a monitor displaying blue screen, a bed with a purple blanket, and various medical devices on a cart. The room appears clean and well-maintained.",no fire
fire_dataset_jpg/image325.jpg,"The image shows a well-organized office with a man sitting at a desk. The desk has a laptop, a few books, and a computer monitor. Behind him is a large wooden cabinet with shelves displaying various items such as books, decorative plates, and small figurines. There is a framed picture on the wall above the cabinet, and a potted plant to the left of the desk. The room has a window with bars, allowing natural light to enter.",no fire
fire_dataset_jpg/image946.jpg,"The image shows a cozy dining area with wooden furniture, including chairs and a table. The walls are painted a light yellow color, and there are decorative plates hanging on the wall. A chandelier hangs from the ceiling, and a window with white curtains is visible on the left side of the room. The floor is made of wood, and there is a black metal railing leading to another part of the house.",no fire
fire_dataset_jpg/image840.jpg,"The image shows a living room with a couch, two chairs, a dining table with placemats, a lamp, and a television. There is a large window with a view of trees outside. The floor is covered with a rug.",no fire
fire_dataset_jpg/image902.jpg,"The image shows a modern living room with a large window leading to a balcony. The room features a beige sectional sofa, a television stand, and a ceiling light fixture. The floor is tiled, and there is a visible power outlet on the wall.",no fire
fire_dataset_jpg/image250.jpg,"The image shows a well-decorated bedroom with beige walls, a ceiling fan, two framed pictures above a bed, a window with curtains, a desk with a chair, and a wardrobe. The room appears clean and organized.",no fire
fire_dataset_jpg/image630.jpg,"The image shows a well-lit dining room with a wooden table surrounded by six chairs. The room features a large window with a view of trees outside, and there are three hanging light fixtures above the table. The walls are adorned with framed artwork, and there is a small plant on a side table. The floor is carpeted, and the overall ambiance is cozy and inviting.",no fire
fire_dataset_jpg/image835.jpg,"The image shows a child's bedroom with a white crib, a rocking horse, a teddy bear, and a bookshelf filled with books. The room has blue curtains and a window with a white frame. The floor is covered with a pink carpet.",no fire
fire_dataset_jpg/image842.jpg,The image shows a hospital room with a bed covered in white sheets and blue blankets. There is a curtain on the left side of the room and a medical device on the right side of the bed.,no fire
fire_dataset_jpg/image256.jpg,"The image shows a cozy dining area with a round wooden table set for four people. The table is adorned with blue placemats and a vase of pink flowers. There are four chairs around the table, and behind it, there is a couch and a lamp. The room has large windows covered with white curtains, allowing natural light to fill the space. An air conditioning unit is mounted on the wall above the couch.",no fire
fire_dataset_jpg/image158.jpg,"The image shows a bedroom with a wooden bed, a white dresser, a lamp, and framed pictures on the wall. The room has a purple wall and a yellow carpet.",no fire
fire_dataset_jpg/image62.jpg,"The image shows a well-organized office space with a wooden desk, chair, and bookshelves filled with books and other items. A vintage computer monitor is placed on the desk, and there are various office supplies and decorations around the room.",no fire
fire_dataset_jpg/image434.jpg,"The image shows a modern office space with a desk, laptop, mug, and a red chair. There is a wall with motivational phrases like 'EAT,' 'EXPLORE,' 'SLEEP,' and 'REPEAT.' The room has large windows with a view of tall buildings outside.",no fire
fire_dataset_jpg/image93.jpg,"The image shows an outdoor stone fireplace with a roaring fire inside. The fireplace is surrounded by a paved area, and there are potted plants nearby. The setting appears to be part of a larger indoor space with high ceilings and decorative elements.",no fire
fire_dataset_jpg/image107.jpg,"The image shows a neatly arranged bedroom with a white bed, a white wardrobe with three doors, and pink curtains covering a window. The floor is made of light-colored wood.",no fire
fire_dataset_jpg/image625.jpg,"The image shows a bedroom with two beds covered in white bedding. There is a wooden dresser with multiple drawers and a mirror above it. A lamp with a beige shade is placed on top of the dresser. The room has a window with bars, and there is a small heater under the window. The walls are painted white.",no fire
fire_dataset_jpg/image861.jpg,"The image shows a cozy living room with a blue sofa adorned with various pillows, a coffee table with decorative items, and a bookshelf filled with books and decorative objects. The room has large windows allowing natural light to fill the space.",no fire
fire_dataset_jpg/image741.jpg,"The image shows a cozy living room with a wooden mantelpiece adorned with various decorative items such as candles, vases, and books. A white armchair is positioned to the right, and a small round table in front of the mantelpiece holds a bowl, a stack of books, and some decorative items. The room has a warm and inviting atmosphere.",no fire
fire_dataset_jpg/image593.jpg,"The image shows a bedroom with a bed covered in a floral-patterned blanket. There is a framed painting on the wall depicting a landscape scene with a pink sky. A red curtain hangs on the left side of the room, partially covering a window. The wall switch is visible near the bed.",no fire
fire_dataset_jpg/image643.jpg,"The image shows a well-decorated dining room with a wooden table set for four people. The table is covered with a patterned tablecloth and has place settings including plates, glasses, and cutlery. There are chairs around the table, and a decorative rug with a horse design hangs on the wall behind it. A small figurine is placed on a shelf next to the table. The room has a warm, inviting atmosphere.",no fire
fire_dataset_jpg/image798.jpg,"The image depicts a well-organized office space with a large desk, a chair, a computer monitor, a lamp, a vase with flowers, and shelves filled with books. The room has a modern design with wooden furniture and a window allowing natural light to enter.",no fire
fire_dataset_jpg/image132.jpg,"The image shows a bedroom with a large bed covered in a blue floral-patterned comforter. The bed is positioned against a plain wall, and there is a small nightstand next to it with a lamp and some books. The room appears to be dimly lit.",no fire
fire_dataset_jpg/image448.jpg,"The image shows a bedroom with a bed covered in a quilt featuring a pattern of houses and boats. There is a wooden chair next to the bed and a dresser with a mirror above it. The room has a window with light coming through, suggesting it is daytime.",no fire
fire_dataset_jpg/image766.jpg,"The image shows a neatly arranged home office with a wooden desk, a beige leather chair, a lamp, a framed picture, a small plant, and a basket. The room has light-colored walls, a window, and a wooden floor.",no fire
fire_dataset_jpg/image7.jpg,"The image shows a bedroom with a bed covered in blankets and pillows. There is a desk with a chair next to it, a lamp, and a painting on the wall. The room has yellow walls and wooden flooring.",no fire
fire_dataset_jpg/image176.jpg,"The image shows a well-furnished living room with a large window covered by curtains. There is a television set on the left side, a sofa with patterned cushions, and a coffee table in front of it. The walls are decorated with framed pictures, and there is a ceiling light fixture above the window. The overall atmosphere appears to be calm and orderly.",no fire
