image_path,true_label,predicted_label,inference_time,correct
fine_tune_dataset/test/images/test_1.jpg,dangerous fire,no fire,3.8527300357818604,False
fine_tune_dataset/test/images/test_2.jpg,controlled fire,no fire,1.9033255577087402,False
fine_tune_dataset/test/images/test_3.jpg,controlled fire,controlled fire,1.5322542190551758,True
fine_tune_dataset/test/images/test_4.jpg,controlled fire,no fire,1.054415225982666,False
fine_tune_dataset/test/images/test_5.jpg,no fire,no fire,0.8865408897399902,True
fine_tune_dataset/test/images/test_6.jpg,controlled fire,no fire,1.541985034942627,False
fine_tune_dataset/test/images/test_7.jpg,no fire,no fire,1.908743143081665,True
fine_tune_dataset/test/images/test_8.jpg,controlled fire,no fire,0.8830304145812988,False
fine_tune_dataset/test/images/test_9.jpg,controlled fire,no fire,1.060154914855957,False
fine_tune_dataset/test/images/test_10.jpg,no fire,no fire,1.0595908164978027,True
fine_tune_dataset/test/images/test_11.jpg,dangerous fire,no fire,1.058713674545288,False
fine_tune_dataset/test/images/test_12.jpg,controlled fire,no fire,1.0621507167816162,False
fine_tune_dataset/test/images/test_13.jpg,controlled fire,controlled fire,1.7095587253570557,True
fine_tune_dataset/test/images/test_14.jpg,controlled fire,no fire,1.248716115951538,False
fine_tune_dataset/test/images/test_15.jpg,controlled fire,no fire,1.0594887733459473,False
fine_tune_dataset/test/images/test_16.jpg,dangerous fire,no fire,1.2376456260681152,False
fine_tune_dataset/test/images/test_17.jpg,controlled fire,no fire,1.7482690811157227,False
fine_tune_dataset/test/images/test_18.jpg,no fire,no fire,1.2371160984039307,True
fine_tune_dataset/test/images/test_19.jpg,no fire,no fire,1.0530717372894287,True
fine_tune_dataset/test/images/test_20.jpg,dangerous fire,dangerous fire,1.307614803314209,True
fine_tune_dataset/test/images/test_21.jpg,no fire,no fire,1.056375503540039,True
fine_tune_dataset/test/images/test_22.jpg,no fire,no fire,1.0549559593200684,True
fine_tune_dataset/test/images/test_23.jpg,controlled fire,no fire,1.2370026111602783,False
fine_tune_dataset/test/images/test_24.jpg,controlled fire,no fire,2.138306140899658,False
fine_tune_dataset/test/images/test_25.jpg,no fire,no fire,1.0530517101287842,True
fine_tune_dataset/test/images/test_26.jpg,controlled fire,no fire,2.1308298110961914,False
fine_tune_dataset/test/images/test_27.jpg,controlled fire,no fire,1.0586490631103516,False
fine_tune_dataset/test/images/test_28.jpg,no fire,no fire,1.2354657649993896,True
fine_tune_dataset/test/images/test_29.jpg,dangerous fire,no fire,1.2405357360839844,False
fine_tune_dataset/test/images/test_30.jpg,dangerous fire,no fire,1.2423231601715088,False
fine_tune_dataset/test/images/test_31.jpg,controlled fire,no fire,1.2396938800811768,False
fine_tune_dataset/test/images/test_32.jpg,controlled fire,no fire,1.2417583465576172,False
fine_tune_dataset/test/images/test_33.jpg,no fire,no fire,2.1443445682525635,True
fine_tune_dataset/test/images/test_34.jpg,dangerous fire,no fire,1.235978603363037,False
fine_tune_dataset/test/images/test_35.jpg,controlled fire,no fire,1.241835594177246,False
fine_tune_dataset/test/images/test_36.jpg,dangerous fire,no fire,1.23923659324646,False
fine_tune_dataset/test/images/test_37.jpg,dangerous fire,dangerous fire,1.316664457321167,True
fine_tune_dataset/test/images/test_38.jpg,controlled fire,controlled fire,1.0570249557495117,True
fine_tune_dataset/test/images/test_39.jpg,dangerous fire,no fire,1.058622121810913,False
fine_tune_dataset/test/images/test_40.jpg,no fire,no fire,1.056623935699463,True
fine_tune_dataset/test/images/test_41.jpg,controlled fire,no fire,1.0570600032806396,False
fine_tune_dataset/test/images/test_42.jpg,no fire,no fire,1.2388591766357422,True
fine_tune_dataset/test/images/test_43.jpg,controlled fire,no fire,1.7543962001800537,False
fine_tune_dataset/test/images/test_44.jpg,controlled fire,no fire,1.2378439903259277,False
fine_tune_dataset/test/images/test_45.jpg,no fire,no fire,1.0580344200134277,True
fine_tune_dataset/test/images/test_46.jpg,controlled fire,no fire,2.1390669345855713,False
fine_tune_dataset/test/images/test_47.jpg,controlled fire,no fire,2.1291086673736572,False
fine_tune_dataset/test/images/test_48.jpg,no fire,no fire,1.2336084842681885,True
fine_tune_dataset/test/images/test_49.jpg,controlled fire,no fire,1.2378439903259277,False
fine_tune_dataset/test/images/test_50.jpg,controlled fire,controlled fire,1.7511439323425293,True
fine_tune_dataset/test/images/test_51.jpg,controlled fire,no fire,1.2361717224121094,False
fine_tune_dataset/test/images/test_52.jpg,controlled fire,no fire,1.057253360748291,False
fine_tune_dataset/test/images/test_53.jpg,controlled fire,no fire,2.1377148628234863,False
fine_tune_dataset/test/images/test_54.jpg,controlled fire,no fire,1.0564634799957275,False
fine_tune_dataset/test/images/test_55.jpg,controlled fire,no fire,1.0559213161468506,False
fine_tune_dataset/test/images/test_56.jpg,controlled fire,no fire,1.2351188659667969,False
fine_tune_dataset/test/images/test_57.jpg,controlled fire,no fire,2.1457271575927734,False
fine_tune_dataset/test/images/test_58.jpg,controlled fire,no fire,2.1378421783447266,False
fine_tune_dataset/test/images/test_59.jpg,controlled fire,controlled fire,1.238020896911621,True
fine_tune_dataset/test/images/test_60.jpg,controlled fire,no fire,1.0579636096954346,False
fine_tune_dataset/test/images/test_61.jpg,controlled fire,no fire,1.7554905414581299,False
fine_tune_dataset/test/images/test_62.jpg,controlled fire,controlled fire,1.9520421028137207,True
fine_tune_dataset/test/images/test_63.jpg,controlled fire,controlled fire,1.2338531017303467,True
fine_tune_dataset/test/images/test_64.jpg,controlled fire,no fire,1.2289648056030273,False
fine_tune_dataset/test/images/test_65.jpg,controlled fire,controlled fire,1.7495827674865723,True
fine_tune_dataset/test/images/test_66.jpg,controlled fire,no fire,1.235743522644043,False
fine_tune_dataset/test/images/test_67.jpg,no fire,no fire,1.2307302951812744,True
fine_tune_dataset/test/images/test_68.jpg,no fire,no fire,1.2305474281311035,True
fine_tune_dataset/test/images/test_69.jpg,dangerous fire,no fire,1.2278814315795898,False
fine_tune_dataset/test/images/test_70.jpg,controlled fire,no fire,1.2283480167388916,False
fine_tune_dataset/test/images/test_71.jpg,controlled fire,no fire,2.1414403915405273,False
fine_tune_dataset/test/images/test_72.jpg,controlled fire,no fire,1.0548408031463623,False
fine_tune_dataset/test/images/test_73.jpg,dangerous fire,no fire,1.2318439483642578,False
fine_tune_dataset/test/images/test_74.jpg,dangerous fire,no fire,1.2374355792999268,False
fine_tune_dataset/test/images/test_75.jpg,controlled fire,no fire,1.749842643737793,False
fine_tune_dataset/test/images/test_76.jpg,no fire,no fire,1.0602514743804932,True
fine_tune_dataset/test/images/test_77.jpg,dangerous fire,no fire,1.2350177764892578,False
fine_tune_dataset/test/images/test_78.jpg,no fire,controlled fire,1.0559775829315186,False
fine_tune_dataset/test/images/test_79.jpg,controlled fire,no fire,2.1418144702911377,False
fine_tune_dataset/test/images/test_80.jpg,no fire,no fire,1.055612564086914,True
fine_tune_dataset/test/images/test_81.jpg,controlled fire,controlled fire,1.055110216140747,True
fine_tune_dataset/test/images/test_82.jpg,no fire,no fire,1.2346007823944092,True
fine_tune_dataset/test/images/test_83.jpg,no fire,no fire,1.2358860969543457,True
fine_tune_dataset/test/images/test_84.jpg,controlled fire,no fire,1.0547115802764893,False
fine_tune_dataset/test/images/test_85.jpg,no fire,no fire,1.0562679767608643,True
fine_tune_dataset/test/images/test_86.jpg,controlled fire,no fire,0.9784080982208252,False
fine_tune_dataset/test/images/test_87.jpg,controlled fire,no fire,1.2301113605499268,False
fine_tune_dataset/test/images/test_88.jpg,no fire,no fire,1.0559709072113037,True
fine_tune_dataset/test/images/test_89.jpg,controlled fire,no fire,1.057694435119629,False
fine_tune_dataset/test/images/test_90.jpg,no fire,no fire,1.2303342819213867,True
fine_tune_dataset/test/images/test_91.jpg,no fire,no fire,1.0571272373199463,True
fine_tune_dataset/test/images/test_92.jpg,controlled fire,no fire,1.2320268154144287,False
fine_tune_dataset/test/images/test_93.jpg,controlled fire,no fire,1.0549392700195312,False
fine_tune_dataset/test/images/test_94.jpg,no fire,no fire,1.2350528240203857,True
fine_tune_dataset/test/images/test_95.jpg,controlled fire,no fire,1.7519216537475586,False
fine_tune_dataset/test/images/test_96.jpg,controlled fire,no fire,1.0608344078063965,False
fine_tune_dataset/test/images/test_97.jpg,no fire,no fire,1.0592255592346191,True
fine_tune_dataset/test/images/test_98.jpg,no fire,no fire,1.2349228858947754,True
fine_tune_dataset/test/images/test_99.jpg,no fire,no fire,1.2331757545471191,True
fine_tune_dataset/test/images/test_100.jpg,no fire,no fire,1.0547373294830322,True
fine_tune_dataset/test/images/test_102.jpg,controlled fire,no fire,1.2374279499053955,False
fine_tune_dataset/test/images/test_103.jpg,controlled fire,no fire,2.1425678730010986,False
fine_tune_dataset/test/images/test_104.jpg,controlled fire,no fire,2.148845672607422,False
fine_tune_dataset/test/images/test_105.jpg,controlled fire,no fire,1.0566701889038086,False
fine_tune_dataset/test/images/test_106.jpg,no fire,no fire,1.056372880935669,True
fine_tune_dataset/test/images/test_107.jpg,dangerous fire,no fire,1.7607624530792236,False
